CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15637630,Customer_3028,850,France,Female,31,7,62201.1,1,1,1,166736.81,0
15637631,Customer_3029,677,France,Female,38,0,77209.71,2,1,1,64267.9,0
15637632,Customer_3030,640,Spain,Male,18,2,93765.48,2,0,0,118709.87,1
15637633,Customer_3031,561,France,Male,30,9,36879.57,2,1,1,10000.0,0
15637634,Customer_3032,527,France,Male,43,1,0.0,1,1,1,142120.8,0
15637635,Customer_3033,632,Germany,Female,26,1,57135.85,1,0,1,82510.05,0
15637636,Customer_3034,523,France,Male,38,7,3180.11,1,1,1,81787.15,0
15637637,Customer_3035,728,Germany,Male,43,5,0.0,2,1,0,80643.64,0
15637638,Customer_3036,608,Spain,Female,33,5,0.0,4,1,0,116595.4,0
15637639,Customer_3037,767,Germany,Female,40,3,50797.68,1,0,1,74973.18,1
15637640,Customer_3038,677,France,Female,26,0,35788.58,2,1,0,106887.52,1
15637641,Customer_3039,681,France,Male,35,10,139562.06,1,1,0,29573.05,0
15637642,Customer_3040,556,Germany,Male,45,6,0.0,1,1,0,75900.31,1
15637643,Customer_3041,712,France,Male,39,7,0.0,2,1,0,116722.27,0
15637644,Customer_3042,691,Spain,Male,30,1,85361.03,3,0,1,90104.13,0
15637645,Customer_3043,464,Spain,Female,40,1,0.0,2,1,1,119724.72,0
15637646,Customer_3044,772,France,Male,46,0,0.0,3,1,0,135034.77,0
15637647,Customer_3045,733,Germany,Female,18,3,0.0,1,1,0,134885.03,1
15637648,Customer_3046,573,France,Male,51,5,100288.13,1,1,0,138514.63,1
15637649,Customer_3047,739,Germany,Male,33,4,0.0,2,1,1,10000.0,0
15637650,Customer_3048,609,Spain,Male,43,3,0.0,1,1,0,33229.58,0
15637651,Customer_3049,587,France,Male,52,3,0.0,1,0,1,203450.03,0
15637652,Customer_3050,683,Germany,Male,21,9,64158.21,1,1,0,155452.46,1
15637653,Customer_3051,744,France,Male,29,6,121213.49,1,1,0,77619.78,0
15637654,Customer_3052,796,Spain,Male,34,6,146422.45,2,0,0,133635.29,1
15637655,Customer_3053,818,France,Female,28,1,84560.29,1,1,0,66007.11,0
15637656,Customer_3054,497,Spain,Male,58,6,103084.07,1,0,1,136953.96,0
15637657,Customer_3055,481,France,Male,27,1,141450.63,2,1,1,45289.89,0
15637658,Customer_3056,608,Spain,Male,31,3,64348.56,1,1,1,122038.83,0
15637659,Customer_3057,563,France,Female,40,0,109575.85,3,1,1,89048.71,0
15637660,Customer_3058,850,Germany,Female,23,4,0.0,2,1,0,142443.79,0
15637661,Customer_3059,676,Spain,Female,33,0,41122.39,2,1,1,233445.14,0
15637662,Customer_3060,629,Germany,Female,41,3,182278.37,1,1,0,104550.15,1
15637663,Customer_3061,597,France,Female,34,8,139509.13,1,1,0,10000.0,0
15637664,Customer_3062,669,France,Male,36,7,127817.91,2,1,1,111579.22,0
15637665,Customer_3063,446,France,Male,31,5,21055.94,1,0,0,94717.21,0
15637666,Customer_3064,736,Germany,Female,19,7,0.0,1,1,0,10000.0,0
15637667,Customer_3065,784,France,Male,41,4,0.0,2,0,0,56226.6,0
15637668,Customer_3066,485,France,Male,59,6,0.0,1,1,0,141888.28,1
15637669,Customer_3067,705,France,Male,38,7,108932.01,2,0,1,158944.46,0
15637670,Customer_3068,692,Germany,Male,40,6,0.0,1,0,0,159927.2,0
15637671,Customer_3069,701,France,Female,46,3,0.0,1,1,1,192958.18,1
15637672,Customer_3070,700,France,Female,22,4,40861.86,2,1,1,83544.88,0
15637673,Customer_3071,548,Spain,Male,58,9,177227.65,1,1,0,44354.34,1
15637674,Customer_3072,636,Germany,Female,40,5,0.0,1,1,0,11271.88,0
15637675,Customer_3073,733,France,Male,57,10,89602.2,1,1,0,99780.31,1
15637676,Customer_3074,487,France,Male,29,5,0.0,1,0,0,65903.19,0
15637677,Customer_3075,660,Spain,Male,59,8,0.0,1,1,1,50807.31,0
15637678,Customer_3076,704,Germany,Female,47,9,0.0,1,1,1,10000.0,0
15637679,Customer_3077,615,France,Female,44,1,0.0,2,0,1,78085.99,0
15637680,Customer_3078,695,France,Male,40,5,0.0,2,1,0,52957.07,0
15637681,Customer_3079,653,Germany,Male,35,2,109839.2,2,0,1,58809.22,0
15637682,Customer_3080,629,France,Female,52,1,108788.58,1,1,1,199535.58,0
15637683,Customer_3081,608,France,Male,39,5,0.0,1,1,1,98566.56,0
15637684,Customer_3082,772,Germany,Male,18,3,204039.17,2,1,0,90818.72,0
15637685,Customer_3083,638,France,Female,24,4,177086.16,2,1,1,145983.82,0
15637686,Customer_3084,567,France,Male,35,4,29730.91,1,0,1,72218.24,0
15637687,Customer_3085,528,Spain,Female,41,2,0.0,3,1,0,127557.35,0
15637688,Customer_3086,504,France,Male,37,3,141980.98,2,1,1,138841.32,1
15637689,Customer_3087,510,France,Male,52,2,116537.49,2,1,1,44385.16,0
15637690,Customer_3088,606,France,Male,18,6,0.0,1,1,0,85599.48,0
15637691,Customer_3089,637,France,Female,39,0,69761.37,1,1,1,16417.78,0
15637692,Customer_3090,620,Spain,Female,18,5,183889.98,2,1,1,36861.58,0
15637693,Customer_3091,569,Germany,Female,47,3,0.0,2,1,1,57975.45,1
15637694,Customer_3092,597,France,Male,36,0,105279.09,1,1,0,119848.46,0
15637695,Customer_3093,714,France,Male,43,0,0.0,2,0,0,38679.47,0
15637696,Customer_3094,748,France,Male,27,4,148091.69,2,0,1,107424.41,0
15637697,Customer_3095,813,Germany,Male,53,4,0.0,4,0,1,83732.42,1
15637698,Customer_3096,653,Germany,Male,50,9,0.0,1,0,1,83013.76,0
15637699,Customer_3097,776,France,Male,45,6,0.0,2,0,1,142835.36,0
15637700,Customer_3098,664,Germany,Male,36,3,103593.83,1,0,0,196798.87,1
15637701,Customer_3099,788,France,Female,44,8,46107.29,2,1,1,10000.0,0
15637702,Customer_3100,706,Spain,Female,29,3,52313.07,1,1,1,130635.25,0
15637703,Customer_3101,654,Spain,Male,48,6,61463.59,1,0,1,213651.48,1
15637704,Customer_3102,458,France,Female,57,4,98998.5,2,0,0,155008.9,0
15637705,Customer_3103,635,France,Female,50,4,0.0,1,0,1,133934.86,1
15637706,Customer_3104,572,Germany,Female,29,5,136037.95,2,1,0,10000.0,0
15637707,Customer_3105,614,Spain,Female,42,7,8384.13,2,0,1,170615.4,0
15637708,Customer_3106,770,Germany,Male,22,4,0.0,1,1,1,194542.87,0
15637709,Customer_3107,690,France,Male,44,2,0.0,2,0,0,137414.19,1
15637710,Customer_3108,746,France,Male,43,5,0.0,2,1,0,153038.22,0
15637711,Customer_3109,704,Germany,Female,18,1,79455.23,2,1,0,159696.49,1
15637712,Customer_3110,557,France,Male,24,7,0.0,1,1,1,138923.55,0
15637713,Customer_3111,835,Germany,Female,34,7,0.0,2,0,0,145914.98,0
15637714,Customer_3112,633,Germany,Male,34,2,0.0,2,1,0,10000.0,0
15637715,Customer_3113,749,France,Female,23,7,0.0,1,1,0,242100.05,0
15637716,Customer_3114,806,Germany,Male,42,8,131849.14,2,0,1,155237.33,0
15637717,Customer_3115,519,France,Male,41,4,32244.61,1,1,0,152370.64,0
15637718,Customer_3116,641,France,Female,35,4,0.0,1,0,0,120681.24,0
15637719,Customer_3117,717,Spain,Female,28,5,36187.99,1,0,1,10000.0,0
15637720,Customer_3118,623,Germany,Female,50,6,0.0,1,1,1,10000.0,0
15637721,Customer_3119,850,Germany,Female,57,2,0.0,1,1,0,128677.85,1
15637722,Customer_3120,675,France,Female,32,4,0.0,2,1,0,97638.19,0
15637723,Customer_3121,709,Germany,Female,30,0,48327.92,2,1,1,143183.4,1
15637724,Customer_3122,826,Germany,Female,43,10,44295.94,2,0,1,82779.43,0
15637725,Customer_3123,517,France,Female,33,9,102792.14,2,1,0,79716.48,0
15637726,Customer_3124,607,Spain,Male,36,4,0.0,1,1,0,85209.86,0
15637727,Customer_3125,557,Spain,Female,46,3,118236.63,1,1,1,74123.45,1
15637728,Customer_3126,691,France,Male,18,0,68258.46,2,1,1,39656.0,0
15637729,Customer_3127,807,France,Male,53,6,64711.15,2,1,1,28944.63,0
15637730,Customer_3128,549,France,Male,38,0,0.0,1,1,0,127783.97,0
15637731,Customer_3129,514,France,Female,33,7,0.0,2,1,1,135182.65,0
15637732,Customer_3130,667,Germany,Male,36,9,46114.14,1,0,1,10000.0,0
15637733,Customer_3131,780,France,Female,37,1,0.0,1,1,0,88229.84,0
15637734,Customer_3132,574,Germany,Male,18,9,0.0,1,0,1,87096.95,0
15637735,Customer_3133,552,Spain,Female,55,4,0.0,2,1,1,125974.17,1
15637736,Customer_3134,801,France,Female,38,5,72459.83,1,1,0,127747.38,0
15637737,Customer_3135,631,Germany,Male,43,8,131992.11,1,0,1,139391.19,0
15637738,Customer_3136,710,France,Male,49,6,0.0,1,1,0,80469.27,0
15637739,Customer_3137,782,Germany,Female,25,5,29869.97,3,1,0,59678.23,0
15637740,Customer_3138,699,Spain,Female,43,4,30108.89,2,0,1,10000.0,0
15637741,Customer_3139,653,France,Male,34,5,96372.67,2,0,0,93681.58,0
15637742,Customer_3140,556,Germany,Female,48,10,0.0,1,1,0,10573.74,1
15637743,Customer_3141,598,Germany,Male,18,3,90759.25,2,1,0,59764.91,0
15637744,Customer_3142,683,Germany,Male,36,0,85854.78,1,1,1,20650.82,0
15637745,Customer_3143,769,France,Male,30,8,0.0,1,0,0,177287.7,0
15637746,Customer_3144,604,Germany,Female,43,10,134622.58,1,1,1,26941.71,0
15637747,Customer_3145,593,France,Male,43,4,0.0,2,1,0,50840.98,0
15637748,Customer_3146,696,Germany,Female,29,7,0.0,1,1,1,131430.57,0
15637749,Customer_3147,576,France,Male,29,6,0.0,1,1,0,164940.94,0
15637750,Customer_3148,692,Germany,Female,36,7,44947.96,1,1,1,58327.89,0
15637751,Customer_3149,567,France,Female,27,0,47333.61,2,1,1,186758.93,0
15637752,Customer_3150,674,Germany,Male,48,8,49151.94,2,1,0,83690.53,0
15637753,Customer_3151,619,France,Male,33,0,0.0,2,0,0,166207.36,0
15637754,Customer_3152,660,France,Male,18,2,111512.42,1,1,1,102476.48,0
15637755,Customer_3153,727,Spain,Female,33,7,0.0,1,1,1,24864.97,0
15637756,Customer_3154,640,France,Male,25,10,0.0,2,0,0,50280.18,0
15637757,Customer_3155,688,France,Female,18,0,0.0,1,0,1,93290.81,0
15637758,Customer_3156,583,Spain,Female,23,0,47173.07,2,0,1,159920.49,0
15637759,Customer_3157,597,France,Female,39,5,102729.34,2,1,1,131242.29,0
15637760,Customer_3158,544,Spain,Male,53,4,42564.23,1,1,1,172069.64,1
15637761,Customer_3159,644,France,Female,41,10,101975.28,1,0,0,60007.41,0
15637762,Customer_3160,678,Germany,Female,30,5,0.0,1,1,1,10000.0,0
15637763,Customer_3161,687,Germany,Male,43,2,39884.78,2,0,0,134285.49,0
15637764,Customer_3162,812,Germany,Female,32,9,19266.67,1,1,1,125536.03,0
15637765,Customer_3163,695,Germany,Male,29,9,6123.71,2,1,1,91069.3,0
15637766,Customer_3164,608,France,Female,24,5,0.0,1,1,0,71148.19,0
15637767,Customer_3165,850,Spain,Female,18,1,110370.12,2,1,0,76442.33,0
15637768,Customer_3166,574,Germany,Male,33,7,0.0,1,1,0,56635.56,1
15637769,Customer_3167,669,Spain,Female,39,5,114855.58,2,0,1,119471.01,0
15637770,Customer_3168,756,France,Female,36,3,0.0,2,1,1,136206.64,0
15637771,Customer_3169,703,Germany,Male,33,3,52226.16,1,1,0,174324.35,0
15637772,Customer_3170,449,Germany,Female,26,10,52416.63,1,1,0,100445.26,0
15637773,Customer_3171,715,Germany,Male,45,6,0.0,2,0,0,118962.27,0
15637774,Customer_3172,597,Germany,Male,22,2,94351.52,1,1,0,10000.0,0
15637775,Customer_3173,576,France,Female,47,10,82846.49,1,1,1,106179.37,0
15637776,Customer_3174,488,France,Male,25,2,0.0,2,1,1,134717.41,0
15637777,Customer_3175,664,France,Female,28,5,0.0,2,1,0,54052.25,0
15637778,Customer_3176,606,Germany,Female,20,8,100988.05,1,0,0,180649.07,0
15637779,Customer_3177,682,Spain,Female,31,0,46336.25,2,0,1,54230.0,0
15637780,Customer_3178,565,France,Male,49,4,164518.22,1,1,1,114805.0,0
15637781,Customer_3179,850,France,Female,44,0,21974.84,1,1,1,110074.88,0
15637782,Customer_3180,610,Germany,Female,49,0,87714.54,1,0,0,50205.63,1
15637783,Customer_3181,761,France,Male,44,2,0.0,2,1,0,91060.03,0
15637784,Customer_3182,759,Spain,Female,24,2,71040.49,2,1,1,103169.65,0
15637785,Customer_3183,743,France,Male,34,3,83874.16,2,1,0,105531.9,0
15637786,Customer_3184,567,France,Female,28,2,63527.02,2,1,0,11952.99,0
15637787,Customer_3185,834,France,Male,53,5,19387.5,4,1,0,120000.79,1
15637788,Customer_3186,676,France,Male,23,3,183508.5,2,1,1,156785.64,0
15637789,Customer_3187,688,France,Male,48,7,0.0,2,0,1,150180.77,1
15637790,Customer_3188,642,Spain,Female,48,0,0.0,1,0,1,143175.3,0
15637791,Customer_3189,650,France,Male,59,7,31169.82,1,0,0,44081.39,0
15637792,Customer_3190,654,France,Male,33,10,158382.3,1,1,0,139026.97,0
15637793,Customer_3191,502,Spain,Male,46,0,0.0,2,1,1,14065.28,1
15637794,Customer_3192,674,Spain,Female,65,10,99045.79,1,1,1,89561.24,1
15637795,Customer_3193,726,France,Male,30,0,124963.53,2,1,0,35541.48,1
15637796,Customer_3194,595,Spain,Female,19,6,0.0,1,0,1,155792.34,0
15637797,Customer_3195,640,France,Female,18,0,0.0,1,1,0,105678.88,0
15637798,Customer_3196,486,Germany,Male,46,8,100325.08,2,1,1,10000.0,0
15637799,Customer_3197,756,France,Female,18,7,0.0,1,1,1,80440.19,0
15637800,Customer_3198,799,France,Male,33,0,128032.98,2,1,1,17725.45,1
15637801,Customer_3199,670,Spain,Male,43,1,59117.49,1,0,0,68138.1,0
15637802,Customer_3200,683,France,Male,40,1,98426.32,2,1,1,80303.52,0
15637803,Customer_3201,678,France,Male,43,1,191484.5,2,0,1,137156.71,0
15637804,Customer_3202,721,Germany,Male,40,5,85386.32,2,1,1,151378.96,1
15637805,Customer_3203,674,Germany,Male,53,3,18729.77,2,0,1,18885.61,0
15637806,Customer_3204,748,France,Male,26,7,113915.92,1,1,0,83159.17,0
15637807,Customer_3205,715,Spain,Female,29,0,19986.52,2,1,1,77375.02,0
15637808,Customer_3206,723,Germany,Female,28,9,30473.8,1,1,0,26948.14,1
15637809,Customer_3207,686,Germany,Female,47,3,47155.04,1,0,0,83865.9,1
15637810,Customer_3208,718,Germany,Female,48,9,74846.19,3,1,1,149369.54,0
15637811,Customer_3209,576,Spain,Female,43,10,23576.71,1,1,1,40074.61,0
15637812,Customer_3210,466,France,Female,52,4,101460.15,1,0,1,148840.74,0
15637813,Customer_3211,642,Spain,Female,23,8,54465.94,1,1,1,21625.16,0
15637814,Customer_3212,828,Spain,Female,58,4,126763.26,2,0,1,190091.18,1
15637815,Customer_3213,713,France,Female,56,10,78536.37,1,0,1,98117.26,0
15637816,Customer_3214,720,Spain,Male,46,2,66450.19,2,1,1,56900.67,0
15637817,Customer_3215,553,Germany,Female,59,10,0.0,1,1,1,135727.83,0
15637818,Customer_3216,693,Germany,Male,18,3,166513.04,2,0,1,241299.64,0
15637819,Customer_3217,544,Spain,Female,31,9,130711.41,2,1,1,177120.57,0
15637820,Customer_3218,648,France,Female,29,6,0.0,1,1,0,96452.57,0
15637821,Customer_3219,624,Spain,Male,46,0,45040.94,2,0,0,173608.95,1
15637822,Customer_3220,694,Germany,Female,25,10,0.0,1,1,1,229818.56,1
15637823,Customer_3221,653,France,Male,47,5,0.0,2,0,0,78547.63,1
15637824,Customer_3222,735,Germany,Male,54,7,102584.98,1,0,0,109326.11,1
15637825,Customer_3223,748,France,Male,46,0,0.0,2,1,0,53256.9,0
15637826,Customer_3224,767,Germany,Male,41,7,0.0,2,0,1,77949.47,1
15637827,Customer_3225,850,Spain,Male,26,6,32482.48,2,1,0,84116.77,0
15637828,Customer_3226,577,France,Female,27,0,0.0,1,1,1,74859.78,0
15637829,Customer_3227,610,Germany,Female,52,8,0.0,2,1,1,167095.7,1
15637830,Customer_3228,613,France,Male,47,10,0.0,1,1,1,10000.0,1
15637831,Customer_3229,463,Spain,Female,37,2,0.0,1,0,0,101460.35,0
15637832,Customer_3230,677,France,Male,32,1,0.0,1,0,0,96702.3,1
15637833,Customer_3231,640,France,Female,18,6,174929.05,1,1,0,73147.33,0
15637834,Customer_3232,760,France,Female,25,10,60069.98,1,0,1,146993.82,0
15637835,Customer_3233,737,Germany,Female,60,2,0.0,1,1,0,145525.76,1
15637836,Customer_3234,692,France,Female,22,0,0.0,1,1,0,102651.23,0
15637837,Customer_3235,676,France,Female,40,9,92932.71,2,1,1,117852.87,0
15637838,Customer_3236,596,France,Male,50,2,0.0,2,0,0,97184.4,0
15637839,Customer_3237,668,Germany,Male,22,5,73651.65,1,0,0,135524.86,1
15637840,Customer_3238,686,France,Male,40,2,0.0,1,1,1,189756.34,0
15637841,Customer_3239,647,France,Male,49,4,0.0,1,0,1,160780.55,0
15637842,Customer_3240,648,Spain,Male,38,8,0.0,1,1,0,227481.81,0
15637843,Customer_3241,663,France,Female,72,6,0.0,1,1,0,147958.14,0
15637844,Customer_3242,670,Germany,Female,18,1,60017.04,2,1,0,10000.0,0
15637845,Customer_3243,736,France,Male,50,0,0.0,2,0,1,136685.39,1
15637846,Customer_3244,398,France,Female,35,6,89139.38,2,1,0,57895.59,0
15637847,Customer_3245,676,Spain,Male,47,3,173730.79,4,1,1,174786.27,1
15637848,Customer_3246,675,France,Male,43,10,157189.57,1,0,1,84416.44,0
15637849,Customer_3247,731,Germany,Male,29,6,0.0,1,0,0,24446.24,1
15637850,Customer_3248,640,France,Male,40,5,0.0,2,1,0,119279.78,0
15637851,Customer_3249,448,Spain,Male,18,6,134858.91,2,1,0,84215.47,0
15637852,Customer_3250,475,Spain,Male,45,3,0.0,1,1,0,124175.68,0
15637853,Customer_3251,450,France,Male,41,2,34900.46,2,1,1,120018.33,0
15637854,Customer_3252,747,France,Female,45,4,72001.77,2,1,0,120630.14,0
15637855,Customer_3253,511,France,Female,50,2,0.0,1,1,1,121332.42,0
15637856,Customer_3254,776,France,Male,42,2,0.0,1,1,1,149733.79,1
15637857,Customer_3255,614,France,Female,39,3,0.0,2,1,0,110074.24,0
15637858,Customer_3256,629,Spain,Female,27,7,106260.38,2,1,1,92956.75,0
15637859,Customer_3257,817,France,Female,29,1,46299.71,2,1,1,85499.06,1
15637860,Customer_3258,677,France,Male,52,3,0.0,1,1,0,79686.38,0
15637861,Customer_3259,518,Spain,Male,55,10,37809.69,1,0,1,84590.77,0
15637862,Customer_3260,661,France,Male,35,2,31251.67,2,1,0,149072.61,0
15637863,Customer_3261,742,France,Female,38,6,121518.98,2,0,0,175868.59,0
15637864,Customer_3262,598,France,Female,27,1,37227.89,2,1,1,145419.46,0
15637865,Customer_3263,825,Germany,Male,52,0,20081.8,2,1,1,117676.04,0
15637866,Customer_3264,530,Germany,Male,45,9,0.0,1,1,1,105411.58,0
15637867,Customer_3265,447,France,Female,61,0,129004.78,2,1,0,113704.98,0
15637868,Customer_3266,817,Germany,Female,27,5,6600.98,1,0,0,114321.67,0
15637869,Customer_3267,568,France,Female,33,2,0.0,1,1,0,66358.4,0
15637870,Customer_3268,556,France,Female,40,6,213176.81,2,1,1,59211.76,0
15637871,Customer_3269,601,Spain,Male,45,7,33322.79,1,0,1,105128.96,0
15637872,Customer_3270,556,France,Male,35,4,0.0,1,1,1,51548.29,0
15637873,Customer_3271,736,Spain,Male,27,4,0.0,2,1,0,55134.87,0
15637874,Customer_3272,605,Germany,Male,48,1,2408.87,1,1,1,61583.06,1
15637875,Customer_3273,535,Spain,Male,46,7,143272.87,1,1,0,167705.71,0
15637876,Customer_3274,623,Spain,Female,27,9,52379.4,1,1,1,185277.1,0
15637877,Customer_3275,562,France,Female,54,0,0.0,1,0,0,100198.3,0
15637878,Customer_3276,646,France,Male,52,9,0.0,1,1,0,103611.68,0
15637879,Customer_3277,558,Spain,Male,39,8,111632.75,2,1,0,141255.76,0
15637880,Customer_3278,631,Spain,Male,38,0,48548.94,2,1,1,49037.25,0
15637881,Customer_3279,633,France,Female,44,0,0.0,2,1,0,106973.14,0
15637882,Customer_3280,829,France,Male,27,0,43679.23,1,0,1,213140.43,0
15637883,Customer_3281,763,Spain,Female,38,6,158397.1,2,0,1,96552.35,1
15637884,Customer_3282,666,Germany,Female,18,3,0.0,1,1,1,94090.23,0
15637885,Customer_3283,620,France,Female,48,6,0.0,2,1,1,95272.83,0
15637886,Customer_3284,619,Germany,Male,19,4,0.0,1,0,1,86615.1,0
15637887,Customer_3285,662,Spain,Male,56,6,64547.44,2,1,1,124427.38,0
15637888,Customer_3286,569,France,Male,34,9,0.0,1,1,0,117521.14,0
15637889,Customer_3287,613,France,Female,35,6,32776.2,2,1,1,10000.0,0
15637890,Customer_3288,625,Germany,Female,30,3,89905.84,1,0,1,133163.61,0
15637891,Customer_3289,648,Germany,Female,34,1,70516.26,2,1,1,45142.3,1
15637892,Customer_3290,665,Spain,Male,55,7,0.0,1,1,0,138199.67,1
15637893,Customer_3291,719,France,Female,18,1,72333.35,2,0,0,102045.85,1
15637894,Customer_3292,738,France,Female,53,8,44972.36,2,1,0,108051.27,0
15637895,Customer_3293,702,France,Female,42,4,93792.07,2,0,0,112275.34,0
15637896,Customer_3294,817,Germany,Female,23,8,120335.81,1,0,1,69271.6,0
15637897,Customer_3295,713,France,Male,25,8,37097.72,2,1,1,66160.31,0
15637898,Customer_3296,644,France,Male,58,7,47668.02,2,0,0,142630.78,0
15637899,Customer_3297,642,France,Female,26,7,0.0,2,1,0,70461.43,0
15637900,Customer_3298,737,France,Male,24,3,146301.9,2,1,0,39688.34,0
15637901,Customer_3299,626,France,Female,51,3,0.0,2,0,1,127504.0,0
15637902,Customer_3300,689,France,Male,42,1,35176.22,2,1,0,124790.69,0
15637903,Customer_3301,698,Spain,Male,26,3,0.0,2,1,1,97820.99,0
15637904,Customer_3302,412,France,Male,40,3,0.0,1,1,0,112368.47,0
15637905,Customer_3303,506,Spain,Female,25,5,34596.39,2,1,0,106614.51,0
15637906,Customer_3304,733,France,Male,51,2,0.0,1,1,1,134810.06,1
15637907,Customer_3305,692,France,Male,50,1,0.0,1,1,1,147768.08,0
15637908,Customer_3306,385,Spain,Male,44,7,77806.0,2,1,0,129814.72,0
15637909,Customer_3307,389,Spain,Female,42,1,41890.36,2,1,0,151079.98,0
15637910,Customer_3308,789,Spain,Female,59,7,0.0,1,1,1,192498.83,1
15637911,Customer_3309,712,Germany,Female,37,6,0.0,2,1,0,126416.74,0
15637912,Customer_3310,782,France,Female,23,2,74728.02,2,0,1,96816.5,0
15637913,Customer_3311,557,France,Female,43,5,4445.78,1,1,0,10759.8,0
15637914,Customer_3312,591,Germany,Male,63,5,0.0,1,1,1,25791.87,1
15637915,Customer_3313,824,Spain,Male,25,9,72245.61,2,1,1,121289.9,0
15637916,Customer_3314,689,France,Female,33,4,0.0,1,1,0,85444.63,1
15637917,Customer_3315,658,Germany,Male,42,7,0.0,2,1,1,72040.21,0
15637918,Customer_3316,634,Spain,Female,37,10,7561.38,1,0,1,132588.39,0
15637919,Customer_3317,484,France,Male,26,4,0.0,1,1,0,140655.06,0
15637920,Customer_3318,758,Spain,Male,51,6,0.0,1,1,1,119139.23,1
15637921,Customer_3319,460,Spain,Male,65,5,0.0,1,1,1,77610.26,0
15637922,Customer_3320,713,France,Female,40,10,63003.65,2,0,1,212570.93,0
15637923,Customer_3321,657,France,Female,27,6,274336.77,2,0,1,95444.53,0
15637924,Customer_3322,678,Germany,Male,19,8,41155.5,1,1,0,152281.32,0
15637925,Customer_3323,593,France,Male,41,2,0.0,2,1,1,87467.14,0
15637926,Customer_3324,790,France,Male,51,9,45409.23,1,0,1,40171.42,0
15637927,Customer_3325,594,France,Male,43,6,139044.32,1,1,0,104613.89,0
15637928,Customer_3326,647,France,Female,37,9,0.0,2,0,1,242083.24,0
15637929,Customer_3327,651,France,Female,30,2,0.0,2,1,1,155839.65,0
15637930,Customer_3328,618,France,Male,24,1,60538.92,1,1,1,94441.88,0
15637931,Customer_3329,689,Germany,Female,48,6,0.0,1,0,1,132319.86,1
15637932,Customer_3330,719,France,Male,48,3,20899.98,3,1,0,81892.13,1
15637933,Customer_3331,639,France,Male,19,0,99651.75,2,1,0,139532.25,0
15637934,Customer_3332,710,France,Male,57,5,35411.68,3,0,0,210688.19,1
15637935,Customer_3333,711,France,Female,44,10,49011.15,1,1,0,69878.49,0
15637936,Customer_3334,688,Spain,Male,54,5,134196.79,2,1,1,115557.02,1
15637937,Customer_3335,794,Germany,Male,21,5,44904.76,2,0,1,121878.67,0
15637938,Customer_3336,805,France,Male,21,1,107760.74,2,0,0,78417.32,0
15637939,Customer_3337,611,France,Female,36,0,0.0,2,0,1,75723.09,0
15637940,Customer_3338,621,Germany,Male,44,2,132827.98,2,1,1,110174.33,0
15637941,Customer_3339,716,France,Female,59,1,157192.25,1,1,1,63836.49,1
15637942,Customer_3340,643,Spain,Female,46,5,0.0,4,1,0,158828.46,0
15637943,Customer_3341,679,France,Male,35,5,14931.4,1,1,0,90660.39,0
15637944,Customer_3342,537,France,Female,25,4,0.0,1,1,1,92921.4,0
15637945,Customer_3343,623,Germany,Male,52,9,0.0,2,1,0,46769.97,0
15637946,Customer_3344,657,Germany,Female,26,9,129178.77,1,1,0,53327.27,0
15637947,Customer_3345,562,Germany,Female,57,4,89600.44,1,0,1,72466.84,0
15637948,Customer_3346,491,Spain,Male,34,8,17364.86,1,1,0,72625.21,0
15637949,Customer_3347,772,Spain,Male,57,4,0.0,1,1,0,41622.63,0
15637950,Customer_3348,501,France,Male,46,9,162731.37,2,1,0,148355.69,1
15637951,Customer_3349,799,France,Female,36,5,0.0,1,0,0,182083.75,1
15637952,Customer_3350,758,France,Female,31,10,38451.57,1,1,1,91353.61,0
15637953,Customer_3351,679,France,Female,33,3,127732.1,1,1,0,48797.87,1
15637954,Customer_3352,693,France,Male,43,9,133586.96,2,0,1,52934.44,0
15637955,Customer_3353,721,France,Female,38,0,0.0,2,0,0,112599.27,0
15637956,Customer_3354,610,Spain,Male,30,3,229263.51,1,1,1,106110.99,0
15637957,Customer_3355,614,Germany,Male,36,1,101917.56,1,1,1,11638.54,0
15637958,Customer_3356,631,Spain,Female,38,9,0.0,2,1,1,10000.0,0
15637959,Customer_3357,683,Spain,Male,18,2,0.0,1,1,0,105542.93,0
15637960,Customer_3358,585,France,Male,43,6,75095.71,1,1,1,141847.87,0
15637961,Customer_3359,601,France,Male,26,6,27385.25,1,0,0,168642.91,0
15637962,Customer_3360,842,Spain,Male,24,0,91804.01,1,1,0,64970.69,0
15637963,Customer_3361,679,Germany,Female,18,7,0.0,2,0,1,165071.73,0
15637964,Customer_3362,538,Spain,Female,18,6,188417.22,1,1,0,86172.56,0
15637965,Customer_3363,732,France,Male,21,0,85087.07,2,1,0,33697.47,0
15637966,Customer_3364,622,Spain,Male,29,7,65762.8,1,1,1,203626.94,0
15637967,Customer_3365,592,Germany,Male,61,1,0.0,1,1,1,10000.0,0
15637968,Customer_3366,850,France,Female,31,7,80949.47,2,1,1,90529.59,0
15637969,Customer_3367,657,France,Male,40,2,2931.4,1,1,0,63570.69,0
15637970,Customer_3368,572,France,Female,42,9,15734.33,2,0,1,122111.29,0
15637971,Customer_3369,594,France,Female,39,6,90645.84,1,1,1,154622.1,0
15637972,Customer_3370,664,France,Male,37,5,0.0,1,1,0,10000.0,0
